央视频道,#genre#
CCTV央视台球,http://114.55.117.163:8091/live/ysp.php?id=cctv-yangshitaiqiu.m3u8&sign=161fd7&token=3y9t1n0qw0f7byn8
CCTV高网频道,http://114.55.117.163:8091/live/ysp.php?id=cctv-gaoerfuwangqiu.m3u8&sign=161fd7&token=3y9t1n0qw0f7byn8
CCTV世界地理,http://114.55.117.163:8091/live/ysp.php?id=cctv-shijiedili.m3u8&sign=161fd7&token=3y9t1n0qw0f7byn8
CCTV女性时尚,http://114.55.117.163:8091/live/ysp.php?id=cctv-nvxingshishang.m3u8&sign=161fd7&token=3y9t1n0qw0f7byn8
CCTV卫生健康,http://114.55.117.163:8091/live/ysp.php?id=cctv-weishengjiankang.m3u8&sign=161fd7&token=3y9t1n0qw0f7byn8
CCTV文化精品,http://114.55.117.163:8091/live/ysp.php?id=cctv-wenhuajingpin.m3u8&sign=161fd7&token=3y9t1n0qw0f7byn8
CCTV电视指南,http://114.55.117.163:8091/live/ysp.php?id=cctv-dianshizhinan.m3u8&sign=161fd7&token=3y9t1n0qw0f7byn8
CGTN英文,http://114.55.117.163:8091/live/xxtv.php?id=cgtnen.m3u8&sign=161fd7&token=3y9t1n0qw0f7byn8
CGTN记录,http://114.55.117.163:8091/live/xxtv.php?id=cgtndoc.m3u8&sign=161fd7&token=3y9t1n0qw0f7byn8
CGTN俄语,http://114.55.117.163:8091/live/xxtv.php?id=cgtnru.m3u8&sign=161fd7&token=3y9t1n0qw0f7byn8
CGTN西语,http://114.55.117.163:8091/live/xxtv.php?id=cgtnsp.m3u8&sign=161fd7&token=3y9t1n0qw0f7byn8
CGTN阿语,http://114.55.117.163:8091/live/xxtv.php?id=cgtnar.m3u8&sign=161fd7&token=3y9t1n0qw0f7byn8
CGTN法语,http://114.55.117.163:8091/live/xxtv.php?id=cgtnfr.m3u8&sign=161fd7&token=3y9t1n0qw0f7byn8
中国教育,http://114.55.117.163:8091/live/ysp.php?id=cetv1.m3u8&sign=161fd7&token=3y9t1n0qw0f7byn8

卫视频道,#genre#
北京卫视,http://114.55.117.163:8091/live/ysp.php?id=beijing.m3u8&sign=161fd7&token=3y9t1n0qw0f7byn8
江苏卫视,http://114.55.117.163:8091/live/ysp.php?id=jiangsu.m3u8&sign=161fd7&token=3y9t1n0qw0f7byn8
东方卫视,http://114.55.117.163:8091/live/ysp.php?id=dongfang.m3u8&sign=161fd7&token=3y9t1n0qw0f7byn8
浙江卫视,http://114.55.117.163:8091/live/ysp.php?id=zhejiang.m3u8&sign=161fd7&token=3y9t1n0qw0f7byn8
湖南卫视,http://114.55.117.163:8091/live/ysp.php?id=hunan.m3u8&sign=161fd7&token=3y9t1n0qw0f7byn8
湖北卫视,http://114.55.117.163:8091/live/ysp.php?id=hubei.m3u8&sign=161fd7&token=3y9t1n0qw0f7byn8
天津卫视,http://114.55.117.163:8091/live/ysp.php?id=tianjin.m3u8&sign=161fd7&token=3y9t1n0qw0f7byn8
广东卫视,http://114.55.117.163:8091/live/ysp.php?id=guangdong.m3u8&sign=161fd7&token=3y9t1n0qw0f7byn8
广西卫视,http://114.55.117.163:8091/live/ysp.php?id=guangxi.m3u8&sign=161fd7&token=3y9t1n0qw0f7byn8
黑龙江卫视,http://114.55.117.163:8091/live/ysp.php?id=heilongjiang.m3u8&sign=161fd7&token=3y9t1n0qw0f7byn8
海南卫视,http://114.55.117.163:8091/live/ysp.php?id=hainan.m3u8&sign=161fd7&token=3y9t1n0qw0f7byn8
重庆卫视,http://114.55.117.163:8091/live/ysp.php?id=chongqing.m3u8&sign=161fd7&token=3y9t1n0qw0f7byn8
深圳卫视,http://114.55.117.163:8091/live/ysp.php?id=shenzhen.m3u8&sign=161fd7&token=3y9t1n0qw0f7byn8
四川卫视,http://114.55.117.163:8091/live/ysp.php?id=sichuan.m3u8&sign=161fd7&token=3y9t1n0qw0f7byn8
河南卫视,http://114.55.117.163:8091/live/ysp.php?id=henan.m3u8&sign=161fd7&token=3y9t1n0qw0f7byn8
东南卫视,http://114.55.117.163:8091/live/ysp.php?id=dongnan.m3u8&sign=161fd7&token=3y9t1n0qw0f7byn8
贵州卫视,http://114.55.117.163:8091/live/ysp.php?id=guizhou.m3u8&sign=161fd7&token=3y9t1n0qw0f7byn8
江西卫视,http://114.55.117.163:8091/live/ysp.php?id=jiangxi.m3u8&sign=161fd7&token=3y9t1n0qw0f7byn8
辽宁卫视,http://114.55.117.163:8091/live/ysp.php?id=liaoning.m3u8&sign=161fd7&token=3y9t1n0qw0f7byn8
安徽卫视,http://114.55.117.163:8091/live/ysp.php?id=anhui.m3u8&sign=161fd7&token=3y9t1n0qw0f7byn8
河北卫视,http://114.55.117.163:8091/live/ysp.php?id=hebei.m3u8&sign=161fd7&token=3y9t1n0qw0f7byn8
山东卫视,http://114.55.117.163:8091/live/ysp.php?id=shandong.m3u8&sign=161fd7&token=3y9t1n0qw0f7byn8
新疆卫视,http://114.55.117.163:8091/live/ysp.php?id=xinjiang.m3u8&sign=161fd7&token=3y9t1n0qw0f7byn8
兵团卫视,http://114.55.117.163:8091/live/ysp.php?id=bingtuan.m3u8&sign=161fd7&token=3y9t1n0qw0f7byn8
