央视频道,#genre#
CCTV风云音乐,http://vip.taoiptv.cn/source/gzyx.php?id=55aa4e6799e5cf2e016d25ea298df515.m3u8&sign=e6bd9f&token=3y9t1n0qw0f7byn8
CCTV怀旧剧场,http://vip.taoiptv.cn/source/gzyx.php?id=7a2b1c83b212fa4e2a68ce0c1c25c9f0.m3u8&sign=e6bd9f&token=3y9t1n0qw0f7byn8
CCTV风云剧场,http://vip.taoiptv.cn/source/gzyx.php?id=28b3dfac03626525db867cfe5efa6c08.m3u8&sign=e6bd9f&token=3y9t1n0qw0f7byn8
CCTV风云足球,http://vip.taoiptv.cn/source/gzyx.php?id=9a4447cf2f6ad5e48a273929e3e12d79.m3u8&sign=e6bd9f&token=3y9t1n0qw0f7byn8
CCTV第一剧场,http://vip.taoiptv.cn/source/gzyx.php?id=155774022270441e808f7fe34a461113.m3u8&sign=e6bd9f&token=3y9t1n0qw0f7byn8
CCTV央视台球,http://vip.taoiptv.cn/source/gzyx.php?id=db5ba3a40c2d5867978cc2db30f662a9.m3u8&sign=e6bd9f&token=3y9t1n0qw0f7byn8
CCTV世界地理,http://vip.taoiptv.cn/source/gzyx.php?id=6e407aeb2256f118cbc7500efb69ea37.m3u8&sign=e6bd9f&token=3y9t1n0qw0f7byn8
CCTV文化精品,http://vip.taoiptv.cn/source/gzyx.php?id=df2c3d5ea40de75807e926c8764da0d0.m3u8&sign=e6bd9f&token=3y9t1n0qw0f7byn8
CCTV卫生健康,http://vip.taoiptv.cn/source/gzyx.php?id=d123a2c9a596930753a983f982e3e6fd.m3u8&sign=e6bd9f&token=3y9t1n0qw0f7byn8

卫视频道,#genre#
贵州卫视,http://vip.taoiptv.cn/source/gzyx.php?id=9245676006cb79b03798b89fa05576b1.m3u8&sign=e6bd9f&token=3y9t1n0qw0f7byn8
浙江卫视,http://vip.taoiptv.cn/source/gzyx.php?id=a37bf5f7dbfb7bb35a5e6c9b5899dc69.m3u8&sign=e6bd9f&token=3y9t1n0qw0f7byn8
北京卫视,http://vip.taoiptv.cn/source/gzyx.php?id=ebbfea54712e740cd1fc0d3b36873d52.m3u8&sign=e6bd9f&token=3y9t1n0qw0f7byn8
江苏卫视,http://vip.taoiptv.cn/source/gzyx.php?id=ced2b0d62dabbd8651b18f4323c18c24.m3u8&sign=e6bd9f&token=3y9t1n0qw0f7byn8
山东卫视,http://vip.taoiptv.cn/source/gzyx.php?id=1db177c7492ad2769a93e3746f25f701.m3u8&sign=e6bd9f&token=3y9t1n0qw0f7byn8
重庆卫视,http://vip.taoiptv.cn/source/gzyx.php?id=4491a96771fb324b6469a9ac6e25f5b9.m3u8&sign=e6bd9f&token=3y9t1n0qw0f7byn8
安徽卫视,http://vip.taoiptv.cn/source/gzyx.php?id=bbe500382f3ee26a529e6e27f7f2935c.m3u8&sign=e6bd9f&token=3y9t1n0qw0f7byn8
黑龙江卫视,http://vip.taoiptv.cn/source/gzyx.php?id=9e3f3b7d57c55d7df8ef1cfb24d56e0e.m3u8&sign=e6bd9f&token=3y9t1n0qw0f7byn8
辽宁卫视,http://vip.taoiptv.cn/source/gzyx.php?id=1b84ff537ca4f4b4e57d070563309c56.m3u8&sign=e6bd9f&token=3y9t1n0qw0f7byn8
吉林卫视,http://vip.taoiptv.cn/source/gzyx.php?id=27975dec3d5bb0158291c75402d4a691.m3u8&sign=e6bd9f&token=3y9t1n0qw0f7byn8
天津卫视,http://vip.taoiptv.cn/source/gzyx.php?id=bc3dcb148fc5c2d805dd0f61997fc683.m3u8&sign=e6bd9f&token=3y9t1n0qw0f7byn8
湖北卫视,http://vip.taoiptv.cn/source/gzyx.php?id=21a70fb0fad52b17d49c5554f513d2ca.m3u8&sign=e6bd9f&token=3y9t1n0qw0f7byn8
江西卫视,http://vip.taoiptv.cn/source/gzyx.php?id=5cd94d06a28dc264b537cbac9b7dec19.m3u8&sign=e6bd9f&token=3y9t1n0qw0f7byn8
广西卫视,http://vip.taoiptv.cn/source/gzyx.php?id=187ab8cbe6c6ba5db7a938edab1e049a.m3u8&sign=e6bd9f&token=3y9t1n0qw0f7byn8
湖南卫视,http://vip.taoiptv.cn/source/gzyx.php?id=93e7f487ec23f5c99d8137e29933a083.m3u8&sign=e6bd9f&token=3y9t1n0qw0f7byn8
四川卫视,http://vip.taoiptv.cn/source/gzyx.php?id=a87d8615af79b7fc8eccaa2014eaf5ca.m3u8&sign=e6bd9f&token=3y9t1n0qw0f7byn8
广东卫视,http://vip.taoiptv.cn/source/gzyx.php?id=02f45209e8dab92899920d74157fe58b.m3u8&sign=e6bd9f&token=3y9t1n0qw0f7byn8

地方频道,#genre#
家庭影院,http://vip.taoiptv.cn/source/gzyx.php?id=548e8018101d7fa134d91615728a5a93.m3u8&sign=e6bd9f&token=3y9t1n0qw0f7byn8
动作电影,http://vip.taoiptv.cn/source/gzyx.php?id=30b1cc920430d3264e4b053d78bacabf.m3u8&sign=e6bd9f&token=3y9t1n0qw0f7byn8
重温经典,http://vip.taoiptv.cn/source/gzyx.php?id=4c9fa17591dfd8dd736c80e87d6dc72b.m3u8&sign=e6bd9f&token=3y9t1n0qw0f7byn8
BRTV纪实,http://vip.taoiptv.cn/source/gzyx.php?id=cd86f0e450bb6d8d27b199247a292713.m3u8&sign=e6bd9f&token=3y9t1n0qw0f7byn8
贵阳3,http://vip.taoiptv.cn/source/gzyx.php?id=2e66ca5402d6a9c466427d1e4daf3286.m3u8&sign=e6bd9f&token=3y9t1n0qw0f7byn8
贵州3,http://vip.taoiptv.cn/source/gzyx.php?id=5d2efb4d7b1e5b3d4503e743e1e6d845.m3u8&sign=e6bd9f&token=3y9t1n0qw0f7byn8
贵州6,http://vip.taoiptv.cn/source/gzyx.php?id=9ca14da91c162549c4991704a3623168.m3u8&sign=e6bd9f&token=3y9t1n0qw0f7byn8
金色学堂,http://vip.taoiptv.cn/source/gzyx.php?id=9f6c9fc0d4db981b4a6da770e3e2a163.m3u8&sign=e6bd9f&token=3y9t1n0qw0f7byn8
法治天地,http://vip.taoiptv.cn/source/gzyx.php?id=581721a464fa6469a63c0781da576703.m3u8&sign=e6bd9f&token=3y9t1n0qw0f7byn8
动漫秀场,http://vip.taoiptv.cn/source/gzyx.php?id=57e09be91d8b2f208e407b5abfa23b05.m3u8&sign=e6bd9f&token=3y9t1n0qw0f7byn8
游戏风云,http://vip.taoiptv.cn/source/gzyx.php?id=2abb8a699d8073134830e425164d7f6d.m3u8&sign=e6bd9f&token=3y9t1n0qw0f7byn8
劲爆体育,http://vip.taoiptv.cn/source/gzyx.php?id=5502a25d87fb30c220433805c239d7df.m3u8&sign=e6bd9f&token=3y9t1n0qw0f7byn8
都市剧场,http://vip.taoiptv.cn/source/gzyx.php?id=45cd7a20f72e4333e9aaaa95884fd0b8.m3u8&sign=e6bd9f&token=3y9t1n0qw0f7byn8
快乐垂钓,http://vip.taoiptv.cn/source/gzyx.php?id=5dd1c17a5f5c3f8ff243a2a8b4adc712.m3u8&sign=e6bd9f&token=3y9t1n0qw0f7byn8
家有购物,http://vip.taoiptv.cn/source/gzyx.php?id=c485be2789affe1e8e37ae11088e3a63.m3u8&sign=e6bd9f&token=3y9t1n0qw0f7byn8

港澳频道,#genre#
凤凰资讯,http://vip.taoiptv.cn/source/gzyx.php?id=4ea97af53693ae02392251697dbb52fd.m3u8&sign=e6bd9f&token=3y9t1n0qw0f7byn8
凤凰资讯,http://114.55.117.163:8091/live/fhx.php?id=fhzx.flv&sign=e6bd9f&token=3y9t1n0qw0f7byn8
凤凰中文,http://vip.taoiptv.cn/source/gzyx.php?id=7eeb6c4285b0fcd7c9a265cf4d5bfac5.m3u8&sign=e6bd9f&token=3y9t1n0qw0f7byn8
凤凰中文,http://114.55.117.163:8091/live/fhx.php?id=fhzw.flv&sign=e6bd9f&token=3y9t1n0qw0f7byn8
凤凰香港,http://114.55.117.163:8091/live/fhx.php?id=fhhk.flv&sign=e6bd9f&token=3y9t1n0qw0f7byn8
