央视频道,#genre#
iHOT爱历史,http://vip.taoiptv.cn/source/itv.php?id=iHOT爱历史.m3u8&sign=uzrdto
iHOT爱旅行,http://vip.taoiptv.cn/source/itv.php?id=iHOT爱旅行.m3u8&sign=uzrdto
iHOT爱奇谈,http://vip.taoiptv.cn/source/itv.php?id=iHOT爱奇谈.m3u8&sign=uzrdto
iHOT爱青春,http://vip.taoiptv.cn/source/itv.php?id=iHOT爱青春.m3u8&sign=uzrdto
iHOT爱赛车,http://vip.taoiptv.cn/source/itv.php?id=iHOT爱赛车.m3u8&sign=uzrdto
iHOT爱体育,http://vip.taoiptv.cn/source/itv.php?id=iHOT爱体育.m3u8&sign=uzrdto
iHOT爱玩具,http://vip.taoiptv.cn/source/itv.php?id=iHOT爱玩具.m3u8&sign=uzrdto
iHOT爱喜剧,http://vip.taoiptv.cn/source/itv.php?id=iHOT爱喜剧.m3u8&sign=uzrdto
iHOT爱悬疑,http://vip.taoiptv.cn/source/itv.php?id=iHOT爱悬疑.m3u8&sign=uzrdto
iHOT爱幼教,http://vip.taoiptv.cn/source/itv.php?id=iHOT爱幼教.m3u8&sign=uzrdto
iHOT爱院线,http://vip.taoiptv.cn/source/itv.php?id=iHOT爱院线.m3u8&sign=uzrdto

其他频道,#genre#
华数4K,http://vip.taoiptv.cn/source/itv.php?id=华数4K.m3u8&sign=uzrdto
纯享4K,http://vip.taoiptv.cn/source/itv.php?id=纯享4K.m3u8&sign=uzrdto
咪咕4K1,http://vip.taoiptv.cn/source/itv.php?id=咪咕4K1.m3u8&sign=uzrdto
咪咕4K2,http://vip.taoiptv.cn/source/itv.php?id=咪咕4K2.m3u8&sign=uzrdto
晴彩青少,http://vip.taoiptv.cn/source/itv.php?id=咪咕全民热练.m3u8&sign=uzrdto
求索动物,http://vip.taoiptv.cn/source/itv.php?id=求索动物.m3u8&sign=uzrdto
求索纪录,http://vip.taoiptv.cn/source/itv.php?id=求索纪录.m3u8&sign=uzrdto
求索科学,http://vip.taoiptv.cn/source/itv.php?id=求索科学.m3u8&sign=uzrdto
求索生活,http://vip.taoiptv.cn/source/itv.php?id=求索生活.m3u8&sign=uzrdto
