央视频道,#genre#
发现之旅,https://vip.taoiptv.cn/source/jsyd.php?id=G_FAXIANZL.m3u8&sign=ld46pu
家庭理财,https://vip.taoiptv.cn/source/jsyd.php?id=G_JIATINGLC.m3u8&sign=ld46pu
炫舞未来,https://vip.taoiptv.cn/source/jsyd.php?id=HD-4000k-1080P-xwwl.m3u8&sign=ld46pu
睛彩篮球,https://vip.taoiptv.cn/source/jsyd.php?id=HD-8000k-1080P-miguaoyun1.m3u8&sign=ld46pu
睛彩竞技,https://vip.taoiptv.cn/source/jsyd.php?id=HD-8000k-1080P-miguaoyun2.m3u8&sign=ld46pu
睛彩青少,https://vip.taoiptv.cn/source/jsyd.php?id=HD-8000k-1080P-quanminrl.m3u8&sign=ld46pu

本地频道,#genre#
北京纪实,https://vip.taoiptv.cn/source/jsyd.php?id=HD-8000k-1080P-beijingjishi.m3u8&sign=ld46pu
上海纪实,https://vip.taoiptv.cn/source/jsyd.php?id=H265-5500k-1080P-shanghaijishi.m3u8&sign=ld46pu
山东教育,https://vip.taoiptv.cn/source/jsyd.php?id=G_SDETV.m3u8&sign=ld46pu
江苏城市,https://vip.taoiptv.cn/source/jsyd.php?id=G_JSCS.m3u8&sign=ld46pu
江苏公共,https://vip.taoiptv.cn/source/jsyd.php?id=G_JSGG.m3u8&sign=ld46pu
江苏教育,https://vip.taoiptv.cn/source/jsyd.php?id=G_JSJY.m3u8&sign=ld46pu
江苏休闲,https://vip.taoiptv.cn/source/jsyd.php?id=G_JSTY.m3u8&sign=ld46pu
江苏影视,https://vip.taoiptv.cn/source/jsyd.php?id=G_JSYS.m3u8&sign=ld46pu
江苏综艺,https://vip.taoiptv.cn/source/jsyd.php?id=G_JSZY.m3u8&sign=ld46pu
好享购物,https://vip.taoiptv.cn/source/jsyd.php?id=G_HAOXIANG.m3u8&sign=ld46pu
居家优选,https://vip.taoiptv.cn/source/jsyd.php?id=G_JUJIAYX.m3u8&sign=ld46pu
优购物,https://vip.taoiptv.cn/source/jsyd.php?id=jsyougou.m3u8&sign=ld46pu
时尚购物,https://vip.taoiptv.cn/source/jsyd.php?id=jsshishanggw.m3u8&sign=ld46pu

广播频道,#genre#
江苏财经,https://vip.taoiptv.cn/source/jsyd.php?id=R_CAIJING.m3u8&sign=ld46pu
江苏健康,https://vip.taoiptv.cn/source/jsyd.php?id=R_JIANKANG.m3u8&sign=ld46pu
江苏文艺,https://vip.taoiptv.cn/source/jsyd.php?id=R_WENYI.m3u8&sign=ld46pu
江苏音乐,https://vip.taoiptv.cn/source/jsyd.php?id=R_YINYUE.m3u8&sign=ld46pu
流行音乐,https://vip.taoiptv.cn/source/jsyd.php?id=R_JINGDIANLX.m3u8&sign=ld46pu
金陵之声,https://vip.taoiptv.cn/source/jsyd.php?id=R_997.m3u8&sign=ld46pu
江苏交通,https://vip.taoiptv.cn/source/jsyd.php?id=R_JIAOTONG.m3u8&sign=ld46pu
江苏新闻,https://vip.taoiptv.cn/source/jsyd.php?id=R_XINWEN.m3u8&sign=ld46pu
江苏综合,https://vip.taoiptv.cn/source/jsyd.php?id=R_XINWENZH.m3u8&sign=ld46pu
江苏故事,https://vip.taoiptv.cn/source/jsyd.php?id=R_GUSHI.m3u8&sign=ld46pu
